,redirect_id_sharing_events,url_str_lens,req_header_num,semicolon_in_query,samesite_none_in_header,p3p_in_header,etag_in_header,uuid_in_url,tracking_keywords_next_to_special_char,subdomain_check,special_char_count,req_query_str_lens,req_query_cookies_num,tracking_keywords_in_url,query_url_check,cookie_syncs
69,0,24,0,0,0,0,0,0,1,0,257,1392,1392,1,1,0
70,0,24,0,0,0,0,0,0,1,1,0,0,0,1,0,0
71,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73,0,27,0,0,0,0,0,0,1,1,12,64,64,1,1,0
74,0,15,0,0,0,0,0,0,0,1,126,667,667,0,1,0
75,0,24,8,0,0,0,0,0,1,1,0,0,0,1,0,0
76,0,27,0,0,0,0,0,0,1,1,11,67,67,1,1,0
77,0,14,10,0,0,0,0,0,0,1,3,505,505,1,0,0
78,0,18,0,0,0,0,0,0,0,1,71,283,283,1,1,0
79,0,29,0,0,0,0,0,0,1,1,39,1028,1028,1,0,0
80,0,9,0,0,0,0,0,0,1,1,3,132,132,1,0,0
81,0,19,0,0,0,0,0,0,1,1,201,1170,1170,1,1,0
82,0,14,0,0,0,0,0,0,1,1,236,889,889,1,1,0
0,0,22,12,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,9,16,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,9,16,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,19,6,0,0,0,0,0,0,1,7,25,25,0,0,0
4,1,20,7,0,0,1,0,0,1,1,10,99,99,1,0,0
5,0,9,16,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,20,14,0,1,1,0,0,1,1,13,110,110,1,0,0
7,1,19,14,0,1,1,0,0,0,1,6,67,67,0,0,0
8,0,19,6,0,0,1,0,0,0,1,6,26,26,0,0,0
9,1,20,7,0,0,1,0,0,1,1,11,60,60,1,0,0
10,1,19,12,0,0,0,0,0,0,1,9,83,83,1,0,0
11,0,19,6,0,0,1,0,0,0,1,6,26,26,0,0,0
12,1,12,7,0,0,1,0,1,1,1,20,142,142,1,1,0
13,1,19,14,0,1,0,0,1,1,1,5,99,99,1,0,1
14,0,19,7,0,0,1,0,0,0,1,6,26,26,0,0,0
15,1,11,7,0,0,1,0,0,1,1,6,26,26,1,0,0
16,1,20,8,0,1,1,0,0,0,1,13,135,135,0,0,0
17,0,19,7,0,0,1,0,0,0,1,6,26,26,0,0,0
0,0,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,21,14,0,1,1,0,0,1,1,23,94,94,1,0,0
2,1,21,16,0,1,1,0,0,1,1,4,38,38,1,1,1
3,1,21,12,0,1,1,0,0,1,1,4,25,25,1,1,0
4,1,21,9,0,1,1,0,0,1,1,4,62,62,1,1,0
5,1,12,6,0,0,0,0,1,1,1,28,229,229,1,1,0
6,0,13,7,0,1,1,0,1,1,1,24,111,111,1,1,0
7,0,13,16,0,1,0,0,1,1,1,56,810,810,1,1,0
8,0,16,10,0,1,1,0,1,1,1,13,65,65,1,0,0
9,1,18,6,0,1,1,0,1,1,1,3,30,30,1,0,0
10,0,15,7,0,1,0,0,0,1,1,6,31,31,1,0,0
11,1,18,12,0,1,1,0,1,1,1,7,54,54,1,0,0
12,0,16,8,0,0,1,0,0,1,1,5,15,15,1,0,0
13,0,20,5,0,0,0,0,0,1,1,0,0,0,1,0,0
14,1,20,10,0,1,1,0,0,1,1,14,102,102,1,0,0
15,1,13,16,0,1,1,0,1,1,1,20,196,196,1,1,1
16,1,21,7,0,1,1,0,0,1,1,4,38,38,1,1,0
17,1,18,10,0,1,1,0,1,1,1,9,64,64,1,0,0
18,0,16,7,0,1,0,0,1,1,1,13,86,86,1,0,0
19,1,11,8,0,0,1,0,1,1,1,21,110,110,1,1,0
20,1,15,10,0,1,0,0,0,1,1,23,133,133,1,1,0
21,1,21,6,0,0,0,0,0,1,1,4,64,64,1,1,0
22,0,18,16,0,1,1,0,1,1,1,41,279,279,1,0,0
23,1,24,10,0,1,1,0,1,1,1,16,88,88,1,0,0
24,1,24,14,0,1,1,0,1,1,1,10,53,53,1,0,0
25,0,24,10,0,1,1,0,1,1,1,5,20,20,1,0,0
26,1,20,8,0,1,1,0,0,1,1,11,99,99,1,0,0
27,1,13,8,0,1,1,0,0,1,1,16,108,108,1,0,0
28,1,20,8,0,1,1,0,0,1,1,13,64,64,1,0,0
29,1,19,8,0,1,1,0,1,1,1,13,72,72,1,0,0
30,0,15,9,0,1,1,0,0,1,1,23,133,133,1,1,0
31,1,15,14,0,1,0,0,1,1,1,10,70,70,1,0,0
32,0,16,8,0,0,0,0,1,1,1,13,86,86,1,0,0
33,0,11,10,0,1,0,0,1,1,1,23,116,116,1,1,0
34,1,15,9,0,1,1,0,1,1,1,9,69,69,1,0,0
35,1,21,8,0,1,1,0,0,1,1,5,46,46,1,0,0
36,1,19,16,0,1,1,0,1,0,1,24,180,180,1,1,0
37,1,16,9,0,1,1,0,1,1,1,18,95,95,1,0,0
38,1,16,10,0,1,0,0,1,1,1,9,48,48,1,0,0
39,0,15,8,0,0,0,0,1,1,1,13,77,77,1,0,0
40,1,16,9,0,1,1,0,0,1,1,5,55,55,1,0,0
41,1,15,10,0,1,1,0,1,1,1,6,47,47,1,0,1
42,1,12,6,0,0,0,0,0,1,1,5,26,26,1,0,0
43,1,15,10,0,1,1,0,1,1,1,18,119,119,1,0,0
44,1,18,7,0,1,0,0,1,1,1,7,54,54,1,0,0
45,0,19,6,0,0,0,0,1,0,1,26,186,186,1,1,0
46,1,19,12,0,1,0,0,1,1,1,14,81,81,1,0,1
47,1,19,7,0,1,1,0,0,1,1,10,77,77,1,0,0
48,1,19,12,0,1,0,0,1,1,1,14,81,81,1,0,1
49,1,15,6,0,1,1,0,0,1,1,9,61,61,1,0,0
50,1,20,7,0,0,1,0,0,1,1,10,99,99,1,0,0
51,1,19,7,0,1,0,0,1,1,1,6,47,47,1,0,1
52,1,19,13,0,0,1,0,0,0,1,6,67,67,0,0,0
53,0,17,18,0,0,1,0,0,1,1,27,124,124,1,1,0
54,1,16,9,0,1,1,0,0,1,1,5,55,55,1,0,0
55,1,11,13,0,1,0,0,1,1,1,10,76,76,1,0,0
56,1,11,10,0,1,1,0,1,1,1,9,64,64,1,0,0
57,1,11,6,0,0,0,0,1,1,1,9,63,63,1,0,0
58,1,11,11,0,0,1,0,1,1,1,7,51,51,1,0,0
59,0,22,7,0,0,0,0,0,1,1,9,40,40,1,0,0
60,1,16,9,0,1,1,0,0,1,1,5,55,55,1,0,0
61,1,16,5,0,0,0,0,0,1,1,2,55,55,1,0,0
62,0,17,9,0,1,0,0,1,1,1,11,65,65,1,0,0
63,1,16,9,0,0,1,0,0,1,1,13,74,74,1,0,0
64,0,22,7,0,0,0,0,0,1,1,9,40,40,1,0,0
65,0,14,11,0,1,1,0,1,1,1,31,188,188,1,1,0
66,1,16,5,0,0,0,0,0,1,1,2,55,55,1,0,0
67,0,15,7,0,1,1,0,0,1,1,3,15,15,1,0,0
68,1,24,10,0,1,1,0,1,1,1,18,109,109,1,0,0
69,0,23,10,0,1,1,0,0,1,1,11,84,84,1,0,0
70,1,20,18,0,1,1,0,0,1,1,15,99,99,1,1,1
71,0,12,13,0,1,1,0,0,1,1,5,29,29,1,0,0
72,1,24,5,0,0,0,0,0,1,1,7,32,32,1,0,0
73,1,24,6,0,1,0,0,0,1,1,10,58,58,1,0,0
74,1,16,7,0,0,0,0,0,1,1,6,47,47,1,0,1
75,1,16,9,0,1,1,0,0,1,1,5,55,55,1,0,0
76,1,20,9,0,0,1,0,0,1,1,15,110,110,1,0,0
